#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:55:47 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:55:47	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F290%2Fcatalog&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType%2CRmag&-out.max=200000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7290
#Name: VII/290
#Title: The Million Quasars (Milliquas) catalogue, version 7.2 (Flesch, 2021)
#INFO	ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	creator=Flesch E.W.	    First author or institution
#INFO	cites=bibcode:2015PASA...32...10F	    Article or Data origin sources
#INFO	journal=PASA	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/290	    Dataset landing page
#INFO	publication_date=2024-02-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_290_catalog:
#Name: VII/290/catalog
#Title: The catalogue (v7.2), 30-April-2021
#Column	Name	(A25)	ID from the literature, or J2000 (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F11.7)	Right ascension J2000 (degrees) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	? Redshift from the literature or estimated (7)	[ucd=src.redshift]
#Column	Type	(A4)	Classification of object, and associations (3)	[ucd=meta.code.class;src.class]
#Column	Rmag	(F5.2)	? Red optical magnitude (4)	[ucd=phot.mag;em.opt.R]
Name	RAJ2000	DEJ2000	z	Type	Rmag
J020026.82+142624.3      	030.1117843	+14.4400985	 1.500	R   	21.63
SDSS J020026.85+245204.4 	030.1119166	+24.8679225	 2.294	Q   	19.95
WISEA J020026.88-615056.8	030.1120006	-61.8491266	 1.200	q   	17.63
WISEA J020026.94-110310.5	030.1122583	-11.0529295	 1.100	q   	19.37
SDSS J020026.97+280056.8 	030.1123960	+28.0157881	 2.103	Q   	21.51
SDSS J020027.02+313218.0 	030.1126022	+31.5383420	 2.113	QX  	20.43
SDSS J020027.15+281424.0 	030.1131270	+28.2400253	 1.888	Q   	20.05
J020027.21-230930.2      	030.1133976	-23.1584090	 0.100	R   	19.36
SDSS J020027.27+023807.7 	030.1136540	+02.6354938	 0.619	Q   	19.61
SDSS J020027.31+310949.3 	030.1138153	+31.1637195	 0.908	Q   	20.44
SDSS J020027.46-025019.6 	030.1144038	-02.8387870	 2.400	Q   	20.48
SDSS J020027.47+141639.1 	030.1144629	+14.2775505	 2.248	Q   	22.02
SDSS J020027.51+085639.3 	030.1146533	+08.9442670	 0.832	QX  	21.64
WISEA J020027.59+135019.2	030.1149222	+13.8387311	 1.900	q   	19.03
SDSS J020027.60+070251.4 	030.1150009	+07.0476144	 2.394	Q   	21.96
WISEA J020027.62-165333.8	030.1151883	-16.8928146	 0.700	qX  	19.14
WISEA J020027.67+275438.5	030.1153722	+27.9107001	 0.400	q   	18.61
WISEA J020027.70+463435.7	030.1153739	+46.5767315	 2.200	q   	19.27
SDSS J020027.82+313828.9 	030.1158866	+31.6413712	 1.925	Q   	20.38
SDSS J020027.96+113238.1 	030.1164978	+11.5439777	 2.231	Q   	19.68
SDSS J020027.97+024256.6 	030.1165790	+02.7157470	 0.748	Q   	20.98
SDSS J020027.99+015355.7 	030.1166620	+01.8988328	 0.673	Q   	21.31
SDSS J020028.02-022119.7 	030.1167319	-02.3555011	 0.463	A   	20.16
SDSS J020028.18+132210.2 	030.1174528	+13.3695268	 1.159	Q   	19.62
SDSS J020028.19+244112.2 	030.1174831	+24.6867352	      	q2X 	22.40
WISEA J020028.22-552740.5	030.1175799	-55.4612673	 0.200	q   	19.65
SDSS J020028.25+263143.0 	030.1177193	+26.5286296	 2.020	Q   	21.24
2QZ J020028.2-314801     	030.1177687	-31.8000130	 1.050	Q   	20.11
SDSS J020028.29-002029.5 	030.1178830	-00.3415480	 2.510	Q   	21.59
SDSS J020028.30+165843.8 	030.1179517	+16.9788489	 3.540	Q   	19.18
SDSS J020028.33+054542.2 	030.1180633	+05.7617260	 2.130	Q   	21.69
SDSS J020028.37+222717.3 	030.1182069	+22.4548457	 1.543	Q   	21.21
SDSS J020028.37-093859.0 	030.1182233	-09.6497349	 0.322	A   	18.46
WISEA J020028.36-180018.4	030.1182713	-18.0050900	 1.500	q   	20.15
SDSS J020028.41+323845.6 	030.1184014	+32.6460371	 0.278	A   	18.85
WISEA J020028.42+450614.7	030.1184308	+45.1041245	 1.400	q   	18.89
WISEA J020028.45-412826.4	030.1186112	-41.4739714	 1.400	q   	19.36
WISEA J020028.47-572223.9	030.1186568	-57.3733134	 0.200	q   	19.78
WISEA J020028.48+290435.0	030.1186780	+29.0763692	 0.200	q   	19.25
SDSS J020028.51+205910.6 	030.1188042	+20.9862746	 0.828	Q   	20.45
J020028.51+503935.3      	030.1188106	+50.6598062	 1.400	X   	18.78
WISEA J020028.52+115441.7	030.1188564	+11.9115920	 0.100	q   	18.70
2QZ J020028.5-290258     	030.1189584	-29.0496667	 0.120	K   	19.62
WISEA J020028.60-065732.5	030.1191754	-06.9590480	 0.800	qX  	19.60
SDSS J020028.60+000818.7 	030.1191828	+00.1385482	 1.686	Q   	20.35
SDSS J020028.66-074029.8 	030.1194391	-07.6749414	 3.037	Q   	19.60
2QZ J020028.7-273353     	030.1196581	-27.5649542	 1.940	Q   	19.41
WISEA J020028.72-494328.7	030.1197164	-49.7245408	 1.600	q   	19.64
WISEA J020028.80-670458.3	030.1200808	-67.0829665	 1.000	q   	18.95
SDSS J020028.81-051618.2 	030.1200812	-05.2717324	 1.530	QX  	21.79
SDSS J020028.83+252457.4 	030.1201523	+25.4159649	 1.771	Q   	21.80
SDSS J020028.84-044816.9 	030.1201797	-04.8047097	 2.533	Q   	20.87
SDSS J020028.85+244800.2 	030.1202408	+24.8000664	 0.874	Q   	20.26
SDSS J020028.94+003531.8 	030.1206215	+00.5921815	 0.163	NX  	18.91
2QZ J020028.9-284110     	030.1208844	-28.6862709	 0.604	Q   	19.92
WISEA J020029.02+470551.9	030.1209756	+47.0977843	 1.000	q   	19.27
SDSS J020029.05+002846.6 	030.1210913	+00.4796124	 0.174	AX  	17.70
SDSS J020029.10+021854.2 	030.1212551	+02.3150556	 1.689	Q   	21.91
WISEA J020029.13+400013.5	030.1213468	+40.0037447	 0.900	q   	19.12
SDSS J020029.21+303311.3 	030.1217117	+30.5531593	 1.645	Q   	20.44
J020029.25-164932.8      	030.1219118	-16.8258026	 2.500	X   	20.67
WISEA J020029.30-364135.5	030.1221201	-36.6931954	 2.600	q   	20.48
SDSS J020029.35+215539.0 	030.1223092	+21.9275212	 2.388	Q   	21.18
WISEA J020029.43-125432.5	030.1226479	-12.9089888	 0.600	q   	19.74
RXS J02004+2712          	030.1227554	+27.2105041	 0.482	BRX 	18.47
WISEA J020029.48-154937.2	030.1228268	-15.8269545	 2.600	q   	19.24
SDSS J020029.48+110412.1 	030.1228316	+11.0700587	 0.484	Q   	19.74
SDSS J020029.48+232500.7 	030.1228400	+23.4168778	 2.652	Q   	21.40
SDSS J020029.55+240358.3 	030.1231438	+24.0662028	 1.671	Q   	21.01
J020029.57-250058.1      	030.1232372	-25.0161651	 3.700	X   	20.60
J020029.60-724957.5      	030.1233612	-72.8326389	      	X   	20.40
SDSS J020029.62-025836.4 	030.1234443	-02.9767809	 1.417	Q   	21.58
SDSS J020029.67-064306.7 	030.1236401	-06.7185526	 2.100	qX  	21.19
SDSS J020029.69+104620.6 	030.1237459	+10.7724126	 2.411	Q   	21.67
WISEA J020029.70+220701.0	030.1237645	+22.1169664	 1.800	q   	18.50
WISEA J020029.77-221246.2	030.1240493	-22.2127713	 0.600	q   	20.20
LAMOSTJ020029.78+173150.6	030.1240892	+17.5307149	 1.048	Q   	19.67
SDSS J020029.79+050328.8 	030.1241296	+05.0580047	 1.598	Q   	21.79
WISEA J020029.86-160459.0	030.1243585	-16.0830534	 1.400	q   	18.33
SDSS J020029.86+142605.7 	030.1244291	+14.4349167	 0.797	Q   	19.88
SDSS J020029.88+142511.9 	030.1245330	+14.4199754	 0.482	QX  	19.87
SDSS J020029.96-045451.1 	030.1248412	-04.9142203	 2.955	Q   	20.13
SDSS J020030.09+145246.9 	030.1254008	+14.8796947	 0.381	A   	19.75
SDSS J020030.10+083701.0 	030.1254567	+08.6169595	 2.153	Q   	21.84
SDSS J020030.11+004639.6 	030.1254753	+00.7776707	 2.042	QX  	21.58
SDSS J020030.18-130516.1 	030.1257915	-13.0878096	 0.900	qR  	19.62
SDSS J020030.19+045934.8 	030.1258009	+04.9930120	 0.860	Q   	21.39
SDSS J020030.23+073351.0 	030.1259978	+07.5641972	 1.330	Q   	19.59
J020030.25-361750.2      	030.1260505	-36.2972905	      	R   	20.84
WISEA J020030.27+180844.2	030.1261277	+18.1456270	 1.500	q   	23.25
WISEA J020030.30-053558.1	030.1262259	-05.5995038	 1.800	q   	18.54
SDSS J020030.30+003112.7 	030.1262719	+00.5202017	 1.946	Q   	21.64
WISEA J020030.36+421003.4	030.1265362	+42.1677051	 1.200	q   	18.41
SDSS J020030.43+113136.1 	030.1268086	+11.5267034	 1.810	Q   	21.64
WISEA J020030.46-052750.3	030.1269456	-05.4639596	 0.700	qRX 	18.31
WISEA J020030.50-222346.8	030.1270403	-22.3962969	 0.900	q   	20.51
2QZ J020030.5-310731     	030.1273887	-31.1251694	 0.947	Q   	19.97
SDSS J020030.63+133405.6 	030.1276463	+13.5682395	 2.525	Q   	19.93
SDSS J020030.66-092925.0 	030.1277861	-09.4903000	 1.500	qX  	21.36
WISEA J020030.68+353930.1	030.1278471	+35.6583829	 0.500	q   	18.75
SDSS J020030.76+185937.5 	030.1281953	+18.9937604	 1.933	Q   	21.66
SDSS J020030.79+124900.2 	030.1283326	+12.8167264	 2.258	Q   	20.75
WISEA J020030.89+025645.9	030.1287019	+02.9460848	 2.000	q   	19.40
WISEA J020030.93+345158.6	030.1287833	+34.8662049	 0.300	q   	19.17
WISEA J020030.94-264128.7	030.1289272	-26.6913092	 1.400	q   	19.97
SDSS J020030.94+203051.8 	030.1289305	+20.5144170	 2.301	Q   	20.12
SDSS J020030.94+112155.7 	030.1289377	+11.3655150	 1.532	Q   	19.38
WISEA J020030.95-353028.8	030.1289762	-35.5080411	 0.800	q   	19.72
SDSS J020031.00+261707.8 	030.1291944	+26.2855091	 1.169	Q   	21.75
SDSS J020031.06-013854.7 	030.1294290	-01.6485536	 2.620	Q   	19.89
SDSS J020031.09-051421.9 	030.1295285	-05.2394045	 2.915	QX  	21.32
SDSS J020031.08+142437.1 	030.1295319	+14.4103212	 0.300	qR  	22.00
SDSS J020031.13+012346.4 	030.1297330	+01.3962408	 1.109	Q   	21.48
J020031.23-250352.7      	030.1301389	-25.0646389	      	X   	21.06
SDSS J020031.33-081929.9 	030.1305547	-08.3249758	 0.300	qR  	20.72
SDSS J020031.33+304050.7 	030.1305739	+30.6807552	 1.100	Q   	19.89
SDSS J020031.40+210710.1 	030.1308307	+21.1194732	 1.311	Q   	20.42
SDSS J020031.42-041537.5 	030.1309175	-04.2604306	 2.671	Q   	21.72
SDSS J020031.43+084732.3 	030.1309690	+08.7923185	 2.405	Q   	20.97
WISEA J020031.46-314819.6	030.1310782	-31.8054719	 1.900	qX  	17.21
LAMOSTJ020031.46+060703.9	030.1310970	+06.1177653	 1.292	Q   	19.61
SDSS J020031.47+251743.6 	030.1311401	+25.2954699	 1.428	Q   	20.76
WISEA J020031.55-553801.1	030.1315212	-55.6337304	 2.600	q   	19.66
SDSS J020031.58+040325.9 	030.1315757	+04.0571985	 1.711	Q   	19.69
WISEA J020031.61+092209.3	030.1317014	+09.3692771	 1.300	q   	18.67
SDSS J020031.61+254436.9 	030.1317337	+25.7435933	 1.846	Q   	19.84
SDSS J020031.65+270835.2 	030.1318806	+27.1431183	 1.265	Q   	20.64
SDSS J020031.67+213903.0 	030.1319581	+21.6508710	 1.156	Q   	19.12
SDSS J020031.67+220625.9 	030.1319807	+22.1072140	 1.294	Q   	20.34
SDSS J020031.74+181253.4 	030.1322699	+18.2148575	 2.720	Q   	21.90
2QZ J020031.8-280908     	030.1325892	-28.1524047	 1.849	Q   	18.47
WISEA J020031.84-074337.7	030.1326733	-07.7271025	 1.500	q   	17.89
SDSS J020031.85-042230.4 	030.1327306	-04.3751374	 2.648	Q   	20.50
WISEA J020031.84+471729.0	030.1327593	+47.2915109	 1.300	q   	19.20
SDSS J020031.89+121614.2 	030.1328921	+12.2706253	 1.801	Q   	19.85
SDSS J020031.90+035104.1 	030.1329438	+03.8511431	 0.535	A   	21.48
WISEA J020031.91-195444.2	030.1329609	-19.9123321	 1.500	q   	18.38
WISEA J020031.96+214119.5	030.1331293	+21.6887666	 2.100	q   	17.77
WISEA J020031.96-135717.6	030.1332588	-13.9549454	 1.600	q   	19.56
SDSS J020032.07+050651.5 	030.1336464	+05.1143239	 1.599	Q   	20.94
SDSS J020032.12+192822.3 	030.1338574	+19.4728666	 1.384	Q   	18.79
SDSS J020032.13-004326.8 	030.1338887	-00.7241117	 1.995	Q   	22.12
SDSS J020032.14-022333.2 	030.1339232	-02.3925828	 1.227	Q   	20.00
SDSS J020032.22-031058.4 	030.1342765	-03.1829008	 1.060	Q   	21.37
SDSS J020032.24-003155.8 	030.1343466	-00.5321934	 0.380	A   	19.18
SDSS J020032.25-100210.8 	030.1343884	-10.0363521	 1.381	Q   	18.38
SDSS J020032.26+313416.5 	030.1344082	+31.5712657	 2.103	QX  	19.91
SDSS J020032.27+311322.4 	030.1344672	+31.2229173	 1.816	Q   	18.93
J020032.30+285515.3      	030.1346026	+28.9209282	 0.100	X   	18.27
SDSS J020032.32-064639.9 	030.1346982	-06.7777676	 0.600	qX  	17.88
SDSS J020032.33-092943.0 	030.1347313	-09.4953089	 2.100	qX  	20.04
SDSS J020032.40+274039.6 	030.1350470	+27.6776587	 1.908	Q   	21.04
SDSS J020032.42-002551.4 	030.1350965	-00.4309582	 3.361	Q   	21.63
SDSS J020032.42+023100.7 	030.1351030	+02.5168752	 2.472	Q   	21.92
J020032.45-124603.8      	030.1352223	-12.7677223	      	R   	20.45
SDSS J020032.48+263527.8 	030.1353460	+26.5910715	 1.300	Q   	21.28
SDSS J020032.52+064943.3 	030.1355302	+06.8287098	 1.792	Q   	19.15
SDSS J020032.52+263218.8 	030.1355403	+26.5385571	 2.514	Q   	21.47
WISEA J020032.53-052756.3	030.1356158	-05.4656128	 1.200	q   	19.80
WISEA J020032.56+305543.7	030.1356852	+30.9288168	 0.900	q   	20.24
SDSS J020032.60+203909.6 	030.1358641	+20.6526630	 1.833	Q   	20.48
WISEA J020032.66+461056.1	030.1360519	+46.1822623	 1.000	q   	19.25
WISEA J020032.68-540210.1	030.1361841	-54.0361608	 0.400	q   	20.89
SDSS J020032.72+170549.2 	030.1363401	+17.0970149	 2.772	Q   	20.91
J020032.81+311948.6      	030.1367258	+31.3301917	 2.000	X   	18.54
WISEA J020032.81-393615.3	030.1367821	-39.6042590	 0.800	q   	18.62
SDSS J020032.85+052141.1 	030.1368875	+05.3614433	 1.079	Q   	19.17
SDSS J020032.89+311800.8 	030.1370712	+31.3002523	 0.495	Q   	20.69
SDSS J020032.90+023917.4 	030.1371055	+02.6548435	 1.470	QX  	20.28
WISEA J020032.90+375639.8	030.1371923	+37.9446042	 1.600	q   	19.91
WISEA J020032.92-184831.2	030.1372021	-18.8087042	 0.200	q   	18.42
SDSS J020032.94+224901.3 	030.1372876	+22.8170379	 1.134	Q   	20.52
SDSS J020032.96+323253.6 	030.1373580	+32.5482374	 1.307	Q   	21.80
SDSS J020033.03-032455.1 	030.1376194	-03.4153112	 0.413	QR  	18.63
SDSS J020033.10+144011.0 	030.1379578	+14.6697241	 1.674	Q   	21.91
WISEA J020033.14+045507.8	030.1380945	+04.9188565	 0.200	q   	19.05
SDSS J020033.14+142356.5 	030.1381080	+14.3990330	 0.537	N   	21.11
SDSS J020033.18+172700.8 	030.1382905	+17.4502584	 2.190	QR  	18.38
SDSS J020033.22+112611.4 	030.1384564	+11.4365269	 1.787	Q   	21.98
SDSS J020033.28+224537.8 	030.1386755	+22.7605281	 1.198	QR  	19.09
SDSS J020033.28+141443.9 	030.1386804	+14.2455297	 1.532	Q   	21.28
SDSS J020033.42+144158.0 	030.1392458	+14.6994638	 1.289	Q   	19.21
WISEA J020033.46-235327.3	030.1394402	-23.8909282	 1.200	q   	18.01
SDSS J020033.47+002621.2 	030.1394938	+00.4392388	 2.820	Q   	20.14
SDSS J020033.49+243713.5 	030.1395830	+24.6204317	 1.636	QX  	21.00
J020033.62-250832.4      	030.1401097	-25.1423422	      	X   	20.33
SDSS J020033.65+174409.2 	030.1402063	+17.7359135	 2.968	Q   	19.75
SDSS J020033.68-000426.4 	030.1403369	-00.0740020	 1.271	Q   	21.62
WISEA J020033.66-532347.1	030.1403387	-53.3964507	 2.100	q   	18.62
LAMOSTJ020033.93+084525.6	030.1413904	+08.7571062	 2.843	QX  	17.90
SDSS J020033.99+042504.1 	030.1416505	+04.4178285	 1.511	Q   	20.76
2QZ J020034.0-305608     	030.1417679	-30.9353318	 2.502	Q   	19.76
SDSS J020034.05+023353.7 	030.1419060	+02.5649237	 1.364	QX  	19.98
SDSS J020034.06-045807.4 	030.1419284	-04.9687384	 1.371	Q   	21.10
WISEA J020034.11-841239.1	030.1420015	-84.2108788	 0.500	q   	19.57
WISEA J020034.11-105539.6	030.1421572	-10.9276865	 0.800	q   	19.47
WISEA J020034.17+854108.9	030.1421894	+85.6858000	 0.600	q   	19.65
WISEA J020034.12+174913.2	030.1421990	+17.8203521	 0.500	q   	21.53
SDSS J020034.13+122449.6 	030.1422579	+12.4137999	 1.680	Q   	21.17
J020034.14-315154.3      	030.1422837	-31.8650912	      	R   	19.82
SDSS J020034.25+032259.1 	030.1427214	+03.3831093	 1.383	QR  	21.49
SDSS J020034.25+021244.3 	030.1427376	+02.2123267	 1.645	Q   	21.05
SDSS J020034.27+242750.1 	030.1428247	+24.4639241	 1.691	Q   	21.91
2QZ J020034.2-275304     	030.1428334	-27.8845556	 0.058	K   	19.66
SDSS J020034.32+001714.3 	030.1430054	+00.2873128	 2.685	Q   	21.85
J020034.42+200749.7      	030.1434182	+20.1304765	 1.900	R   	21.70
SDSS J020034.48+321228.8 	030.1436734	+32.2080347	 1.394	Q   	20.40
Q 0158-472               	030.1437224	-47.0553234	 1.690	Q   	19.84
SDSS J020034.49+311655.5 	030.1437385	+31.2821047	 0.528	AX  	19.78
SDSS J020034.50-002924.2 	030.1437447	-00.4900992	 1.215	Q   	20.91
WISEA J020034.49-674753.7	030.1437809	-67.7982617	 1.000	q   	19.24
WISEA J020034.55-494319.0	030.1440275	-49.7219393	 1.700	q   	19.51
SDSS J020034.59+050957.4 	030.1441186	+05.1659766	 3.064	Q   	20.71
SDSS J020034.61+200820.7 	030.1442151	+20.1390799	 1.769	Q   	19.46
LAMOSTJ020034.62+062735.2	030.1442925	+06.4597900	 0.500	Q   	17.30
WISEA J020034.67-553226.5	030.1443937	-55.5407097	 1.600	qR  	19.64
WISEA J020034.63-811816.7	030.1445471	-81.3046036	 0.900	q   	20.58
SDSS J020034.85+065428.8 	030.1452369	+06.9080258	 1.844	Q   	19.34
SDSS J020034.91+130734.4 	030.1455086	+13.1262536	 2.247	Q   	20.61
WISEA J020034.93-161829.3	030.1456396	-16.3081133	 1.300	q   	19.36
SDSS J020034.97-002125.7 	030.1457269	-00.3571698	 1.042	Q   	18.81
SDSS J020034.98-092712.7 	030.1457812	-09.4535290	 1.600	qX  	21.38
J020035.08-485135.6      	030.1461973	-48.8599026	      	X   	19.27
WISEA J020035.09-673312.1	030.1462859	-67.5533566	 1.800	q   	20.70
WISEA J020035.09-671742.2	030.1462880	-67.2950969	 0.700	q   	18.64
SDSS J020035.11+141207.2 	030.1462953	+14.2020128	 2.244	Q   	21.21
SDSS J020035.11+051224.3 	030.1462974	+05.2067713	 1.036	Q   	19.75
WISEA J020035.17+502459.7	030.1465413	+50.4166017	 1.400	qX  	19.56
J020035.18+004529.6      	030.1465903	+00.7582436	 0.900	X   	20.21
WISEA J020035.19+492833.2	030.1467404	+49.4758920	 1.000	q   	19.56
SDSS J020035.23+301915.2 	030.1468364	+30.3208892	 1.199	Q   	20.90
WISEA J020035.28+434819.6	030.1470399	+43.8054632	 0.300	q   	19.69
SDSS J020035.29+041535.6 	030.1470534	+04.2599025	 2.064	Q   	20.95
SDSS J020035.35+022931.9 	030.1473161	+02.4922178	 1.210	Q   	20.40
WISEA J020035.40+293424.7	030.1474898	+29.5735173	 1.300	q   	19.12
SDSS J020035.48+180601.7 	030.1478412	+18.1005053	 0.955	Q   	20.06
SDSS J020035.48+063026.3 	030.1478632	+06.5072941	 1.906	Q   	19.57
WISEA J020035.48+282943.8	030.1478650	+28.4954930	 0.300	q   	18.45
J020035.52+003817.5      	030.1480138	+00.6382207	 2.000	X   	20.52
SDSS J020035.54+235108.8 	030.1481172	+23.8524546	 2.461	Q   	21.99
SDSS J020035.57+244253.9 	030.1482265	+24.7149895	 2.285	Q   	20.80
SDSS J020035.57+002944.6 	030.1482485	+00.4957314	 1.683	QX  	21.16
2QZ J020035.5-283306     	030.1482995	-28.5517182	 1.232	Q   	19.11
WISEA J020035.62-623918.3	030.1483529	-62.6550756	 1.800	q   	20.01
WISEA J020035.71-722620.0	030.1487252	-72.4389308	 1.200	q   	19.75
SDSS J020035.72-033014.4 	030.1488254	-03.5040375	 2.863	Q   	20.07
SDSS J020035.71-043532.8 	030.1488321	-04.5924513	 2.296	QX  	21.15
WISEA J020035.72-092032.6	030.1488529	-09.3424054	 0.300	q   	18.80
WISEA J020035.73+463355.6	030.1489055	+46.5654852	 0.500	q   	19.40
SDSS J020035.80-031421.4 	030.1491922	-03.2392959	 2.137	Q   	21.04
J020035.83-305959.0      	030.1493047	-30.9997413	      	R   	
WISEA J020036.00-604920.4	030.1500405	-60.8223129	 0.300	q   	19.91
SDSS J020036.01+330351.7 	030.1500600	+33.0643886	 1.057	Q   	21.52
SDSS J020036.03+003859.4 	030.1501311	+00.6498550	 1.244	Q   	20.46
WISEA J020036.09+262841.3	030.1504097	+26.4781417	 0.800	q   	18.56
SDSS J020036.15+264142.6 	030.1506444	+26.6951920	 1.407	Q   	21.20
SDSS J020036.16+290247.7 	030.1506866	+29.0465847	 1.144	Q   	20.38
SDSS J020036.19-041215.8 	030.1508203	-04.2044072	 1.438	Q   	20.87
LAMOSTJ020036.30+403727.7	030.1512216	+40.6243835	 0.301	A   	17.83
WISEA J020036.32+041640.6	030.1513487	+04.2779656	 1.200	q   	17.63
WISEA J020036.39-432537.1	030.1516642	-43.4269143	 0.200	q   	19.40
SDSS J020036.43+013730.4 	030.1517939	+01.6251147	 1.049	Q   	21.20
WISEA J020036.45-364220.9	030.1518869	-36.7057137	 0.200	q   	17.24
SDSS J020036.51+084820.3 	030.1521618	+08.8056447	 2.903	Q   	18.70
SDSS J020036.59-022630.4 	030.1524244	-02.4417934	 1.818	Q   	21.08
SDSS J020036.59+004549.2 	030.1524867	+00.7636942	 0.167	QX  	18.90
SDSS J020036.63-095935.9 	030.1526405	-09.9933018	 0.490	AR  	19.62
J020036.63-110045.3      	030.1526620	-11.0125997	 0.100	X   	20.37
J020036.69-401755.0      	030.1528856	-40.2986282	      	X   	19.66
J020036.69-441907.5      	030.1529066	-44.3187508	      	R   	20.59
SDSS J020036.72-001739.3 	030.1530147	-00.2942538	 0.516	A   	21.15
SDSS J020036.72+121641.2 	030.1530301	+12.2781302	 1.614	Q   	19.78
LAMOSTJ020036.77+064319.0	030.1532409	+06.7219646	 1.800	Q   	19.32
SDSS J020036.78+054445.9 	030.1532958	+05.7461021	 2.227	Q   	20.61
SDSS J020036.79+123155.1 	030.1533149	+12.5319937	 1.962	Q   	20.27
SDSS J020036.81+124832.7 	030.1533823	+12.8090886	 0.446	A   	19.91
SDSS J020036.82+271627.9 	030.1534113	+27.2744103	 2.349	Q   	19.91
SDSS J020036.82-040005.9 	030.1534650	-04.0016651	 2.077	Q   	20.67
SDSS J020036.85+082252.5 	030.1535747	+08.3812547	 2.253	Q   	22.01
SDSS J020036.86-065627.4 	030.1536121	-06.9409709	 0.300	qX  	21.95
SDSS J020036.86+061947.4 	030.1536197	+06.3298582	 0.810	Q   	19.96
SDSS J020036.89-013050.1 	030.1537328	-01.5139052	 1.867	Q   	19.18
WISEA J020036.90+232421.2	030.1537610	+23.4059061	 0.200	qR  	20.42
SDSS J020036.90-010827.9 	030.1537868	-01.1411019	 2.240	Q   	20.84
WISEA J020036.93-621735.4	030.1539266	-62.2932394	 1.300	q   	20.51
SDSS J020036.95+041152.6 	030.1539837	+04.1979665	 1.993	Q   	21.67
WISEA J020037.00-105514.8	030.1541883	-10.9208435	 2.400	q   	19.95
SDSS J020037.06-093732.2 	030.1544240	-09.6256322	 2.297	QX  	20.57
SDSS J020037.09+034335.4 	030.1545379	+03.7264939	 1.574	Q   	20.73
SDSS J020037.09+295859.9 	030.1545478	+29.9833109	 2.312	Q   	21.71
WISEA J020037.09-140818.4	030.1545806	-14.1384493	 1.500	q   	18.60
SDSS J020037.23+204553.3 	030.1550663	+20.7648309	 2.097	Q   	20.17
SDSS J020037.23-010241.7 	030.1551420	-01.0449339	 1.964	Q   	21.63
WISEA J020037.25+101828.3	030.1552525	+10.3078718	 1.100	q   	22.70
WISEA J020037.27-492149.2	030.1552926	-49.3636538	 0.200	q   	17.25
WISEA J020037.26-141730.4	030.1552963	-14.2917681	 0.400	q   	21.92
WISEA J020037.29-024927.3	030.1553967	-02.8242651	 0.100	q   	19.76
WISEA J020037.33-523247.3	030.1555684	-52.5464576	 1.000	qX  	19.31
WISEA J020037.35-360203.1	030.1556323	-36.0342005	 1.000	qR  	20.59
RXS J02006-1649          	030.1557662	-16.8185243	 0.201	QX  	15.34
J020037.41-073822.9      	030.1558989	-07.6397117	 0.500	R   	18.98
SDSS J020037.48+014633.6 	030.1562051	+01.7760017	 1.536	Q   	21.06
SDSS J020037.62+020048.2 	030.1567566	+02.0133940	 1.767	Q   	21.25
2QZ J020037.6-281443     	030.1569860	-28.2453646	 1.447	Q   	18.88
SDSS J020037.69+332214.6 	030.1570504	+33.3707406	 1.412	Q   	19.21
WISEA J020037.68+340433.7	030.1570518	+34.0760506	 0.800	q   	19.84
SDSS J020037.76+043416.4 	030.1573374	+04.5712517	 2.309	Q   	20.07
SDSS J020037.76+315854.2 	030.1573548	+31.9817511	 1.035	Q   	21.11
WISEA J020037.80-573451.2	030.1574336	-57.5809552	 1.100	q   	19.30
WISEA J020037.79+022613.8	030.1574531	+02.4372836	 1.000	q   	20.84
SDSS J020037.79+061021.6 	030.1575013	+06.1726895	 1.842	Q   	19.93
WISEA J020037.86-212102.4	030.1576948	-21.3506554	 1.700	q   	19.56
SDSS J020037.86-043621.6 	030.1577374	-04.6060182	 1.400	qX  	21.06
WISEA J020037.87-315146.6	030.1577636	-31.8629289	 0.900	q   	19.65
SDSS J020037.90+193827.5 	030.1579276	+19.6410135	 0.658	Q   	19.87
