#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:38 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:38	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F289%2Fdr16q&-out=SDSS%2CRAJ2000%2CDEJ2000%2Cz&-out.max=120000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7289
#Name: VII/289
#Title: SDSS quasar catalog, sixteenth data release (DR16Q) (Lyke+, 2020)
#INFO	ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	creator=Lyke B.W.	    First author or institution
#INFO	cites=bibcode:2020ApJS..250....8L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/289	    Dataset landing page
#INFO	publication_date=2021-03-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_289_dr16q:
#Name: VII/289/dr16q
#Title: The SDSS quasar-only catalog from DR16 (DR16Q)
#Column	SDSS	(A18)	SDSS-DR16 designation (HHMMSS.ss+DDMMSS.s; J2000) (SDSS_NAME)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-17.53/84.44] Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F11.6)	[-0.0027/7.03]? Best available redshift	[ucd=src.redshift;pos.heliocentric]
SDSS	RAJ2000	DEJ2000	z
114408.31+403220.6	176.034628	+40.539080	   3.081690
114408.37+125406.6	176.034897	+12.901834	   1.689000
114408.52+454202.7	176.035517	+45.700764	   2.106000
114408.55+020221.2	176.035649	+02.039225	   1.650478
114408.69+380732.0	176.036216	+38.125583	   1.035892
114408.82+532412.4	176.036753	+53.403466	   2.137000
114408.86+541457.0	176.036942	+54.249188	   1.962000
114408.88+523917.8	176.037017	+52.654968	   2.858963
114408.89+434210.9	176.037072	+43.703038	   1.279210
114408.90+424357.5	176.037111	+42.732642	   0.272228
114408.98+353532.7	176.037458	+35.592431	   1.159474
114409.00+074945.6	176.037524	+07.829341	   2.088000
114409.36+495212.6	176.039008	+49.870167	   1.691315
114409.38+360011.5	176.039086	+36.003209	   1.899852
114409.39+451939.3	176.039127	+45.327595	   2.340000
114409.51+195010.2	176.039654	+19.836175	   1.096000
114409.53+501459.7	176.039740	+50.249926	   1.075693
114409.54+074909.6	176.039785	+07.819337	   2.088835
114409.74+632856.0	176.040607	+63.482243	   2.882000
114409.75+185306.2	176.040658	+18.885078	   3.353000
114409.78+360322.7	176.040757	+36.056331	   1.930683
114409.79+531303.4	176.040796	+53.217637	   2.710000
114409.89+431041.1	176.041249	+43.178100	   1.426883
114409.93+293234.8	176.041397	+29.543014	   1.641708
114409.95+304619.4	176.041481	+30.772060	   2.197000
114409.97+285346.4	176.041546	+28.896230	   2.767000
114409.98+311245.1	176.041619	+31.212553	   1.213468
114410.02+301112.0	176.041780	+30.186673	   2.830720
114410.04+314009.3	176.041842	+31.669267	   0.951207
114410.04+361702.8	176.041865	+36.284115	   1.914434
114410.04+412203.6	176.041863	+41.367685	   1.711378
114410.06+321506.9	176.041933	+32.251940	   2.284000
114410.06-001941.2	176.041928	-00.328114	   2.625000
114410.09+032401.3	176.042078	+03.400389	   2.696000
114410.13+001813.7	176.042227	+00.303820	   1.794043
114410.14+515849.8	176.042269	+51.980506	   0.290944
114410.15+360904.7	176.042327	+36.151325	   2.905000
114410.54+500523.7	176.043927	+50.089932	   1.245235
114410.55+323715.2	176.043963	+32.620905	   1.501991
114410.62+295521.3	176.044259	+29.922602	   1.837557
114410.72+224429.5	176.044694	+22.741539	   0.781000
114410.73+665719.5	176.044729	+66.955428	   2.903000
114410.84+000850.6	176.045202	+00.147409	   2.277000
114410.88+371809.5	176.045361	+37.302653	   1.944781
114410.89+473451.6	176.045387	+47.581023	   2.591000
114420.40+473424.1	176.085020	+47.573368	   1.178000
114411.31+270316.9	176.047146	+27.054719	   1.019000
114411.34+140543.5	176.047289	+14.095444	   0.485706
114411.37+583719.1	176.047407	+58.621974	   2.154000
114411.38+471727.1	176.047432	+47.290866	   1.082000
114411.40+405357.2	176.047526	+40.899249	   0.489640
114411.41+543148.4	176.047582	+54.530118	   1.261000
114411.54+470426.2	176.048109	+47.073945	   1.319000
114411.59+130226.9	176.048298	+13.040830	   2.379000
114411.60+472355.2	176.048351	+47.398667	   0.615000
114411.64+542715.2	176.048530	+54.454227	   1.067652
114411.74+204116.0	176.048936	+20.687798	   1.520000
114411.76+202614.7	176.049008	+20.437430	   2.502000
114411.77+433902.7	176.049055	+43.650775	   1.484377
114411.92+083524.7	176.049680	+08.590204	   1.759322
114412.00+470743.4	176.050014	+47.128728	   1.302000
114412.10+394652.7	176.050442	+39.781327	   1.653683
114425.38+292713.7	176.105775	+29.453814	   0.980678
114412.17+054111.6	176.050737	+05.686576	   2.291000
114412.18+561910.9	176.050783	+56.319716	   0.980943
114412.21+331423.1	176.050882	+33.239753	   1.681089
114412.36+315333.1	176.051502	+31.892536	   1.471677
114412.36+392020.0	176.051514	+39.338900	   0.980479
114412.38+563158.5	176.051583	+56.532921	   1.932268
114412.44+354335.9	176.051841	+35.726644	   0.948823
114412.46-013454.6	176.051946	-01.581860	   1.398207
114412.54+590543.8	176.052282	+59.095518	   2.780000
114412.55+593802.3	176.052320	+59.633997	   2.656000
114412.56+562150.7	176.052353	+56.364103	   0.488000
114412.65+342307.1	176.052713	+34.385316	   0.809796
114412.66+294118.8	176.052780	+29.688565	   2.385000
114412.70+381033.7	176.052947	+38.176034	   1.981861
114412.73+294229.2	176.053047	+29.708138	   1.188088
114412.77+315800.8	176.053212	+31.966904	   3.336000
114413.02+381622.3	176.054257	+38.272874	   2.067786
114413.10+440325.4	176.054609	+44.057062	   0.444987
114413.10+465125.9	176.054593	+46.857209	   2.704000
114413.13+313056.8	176.054744	+31.515795	   1.469664
114413.15+511048.2	176.054803	+51.180069	   0.769000
114413.18+491108.8	176.054950	+49.185804	   1.224940
114413.20+421424.2	176.055035	+42.240083	   1.412802
114413.24+361407.5	176.055168	+36.235436	   1.564602
114413.38+442433.5	176.055778	+44.409314	   2.412254
114413.59+233707.0	176.056665	+23.618637	   0.894000
114413.61+524923.9	176.056742	+52.823323	   1.940877
114413.65+502011.7	176.056885	+50.336588	   2.090530
114413.77+385918.1	176.057413	+38.988379	   0.747509
114413.87+604606.6	176.057813	+60.768508	   0.487900
114413.88+151758.5	176.057848	+15.299604	   2.380000
114413.93+323405.9	176.058052	+32.568330	   2.181000
114414.06+232115.8	176.058605	+23.354402	   1.856000
114414.13+244606.2	176.058880	+24.768390	   2.310000
114414.27+410955.5	176.059476	+41.165425	   1.874035
114414.40+492917.1	176.060011	+49.488093	   1.972000
114414.42+491957.2	176.060087	+49.332564	   2.830864
114414.42+592010.6	176.060112	+59.336303	   1.463837
114414.48+535501.6	176.060342	+53.917125	   2.636000
114414.55+420923.0	176.060653	+42.156390	   2.244000
114414.75+384146.2	176.061471	+38.696192	   1.331444
114434.37+394809.4	176.143224	+39.802622	   0.921443
114414.81+541444.8	176.061724	+54.245796	   1.987947
114414.90+331755.8	176.062109	+33.298857	   2.076225
114414.99+354049.5	176.062499	+35.680424	   2.156093
114415.02+650159.1	176.062608	+65.033107	   3.139000
114415.03+462142.8	176.062642	+46.361899	   1.847000
114415.10+321648.9	176.062928	+32.280267	   1.482344
114415.10+624743.4	176.062948	+62.795399	   2.522537
114415.11+462651.6	176.062983	+46.447668	   1.168000
114415.15+384850.1	176.063153	+38.813922	   1.605075
114415.18+392744.0	176.063255	+39.462236	   1.275554
114415.24+085328.2	176.063532	+08.891174	   2.191000
114415.24+512722.8	176.063518	+51.456352	   1.703000
114415.31+002054.5	176.063818	+00.348478	   2.998000
114415.31+490646.2	176.063796	+49.112855	   1.753616
114415.33+414014.3	176.063900	+41.670656	   2.385000
114415.35+571515.8	176.063991	+57.254407	   1.494590
114415.43+460559.4	176.064326	+46.099835	   0.573000
114415.47+405902.0	176.064495	+40.983899	   1.672274
114415.49+452445.2	176.064577	+45.412577	   1.884000
114415.66+635636.8	176.065286	+63.943564	   2.284000
114415.69+090134.6	176.065412	+09.026282	   2.133000
114415.75+443939.6	176.065646	+44.661009	   1.776961
114415.84+493032.9	176.066026	+49.509150	   1.165884
114415.85+450157.8	176.066065	+45.032748	   1.929000
114415.88+514530.6	176.066185	+51.758501	   1.380130
114415.99+304109.5	176.066630	+30.685999	   0.801682
114416.03+035352.5	176.066811	+03.897935	   1.564866
114416.07+512732.7	176.066999	+51.459091	   1.717639
114416.29+561412.4	176.067892	+56.236794	   1.603000
114416.47+222626.6	176.068637	+22.440739	   1.140000
114416.53+032652.8	176.068898	+03.448024	   2.300000
114416.53+223439.1	176.068906	+22.577552	   0.922346
114434.78+300159.5	176.144953	+30.033206	   1.089152
114416.56+423606.2	176.069029	+42.601743	   1.733217
114416.58+413443.9	176.069118	+41.578863	   2.414536
114416.58+664302.3	176.069109	+66.717327	   0.909000
114416.60+222113.3	176.069202	+22.353708	   2.324000
114416.64+652258.9	176.069352	+65.383035	   0.785000
114416.75+110013.2	176.069823	+11.003670	   1.611164
114416.84+151202.9	176.070177	+15.200817	   3.348000
114416.85+554053.3	176.070210	+55.681486	   2.752297
114416.98+522039.2	176.070791	+52.344249	   1.356576
114417.12+351659.2	176.071346	+35.283135	   0.854794
114417.20+192041.4	176.071676	+19.344835	   3.817000
114417.24+242941.5	176.071861	+24.494880	   0.735000
114417.27+650755.6	176.071972	+65.132133	   2.179000
114417.37+385123.7	176.072392	+38.856602	   2.752497
114417.53+264312.4	176.073082	+26.720116	   0.791000
114417.54+443756.7	176.073088	+44.632440	   0.589628
114439.81-004158.7	176.165875	-00.699642	   1.058141
114417.68+250644.5	176.073670	+25.112383	   1.900862
114417.75+262757.9	176.073973	+26.466086	   1.272672
114417.78+104345.9	176.074093	+10.729431	   0.678504
114417.83+460113.9	176.074310	+46.020550	   1.447000
114417.87+641025.7	176.074497	+64.173827	   2.163000
114417.99+501618.1	176.074995	+50.271707	   2.289000
114418.08+325710.3	176.075340	+32.952881	   1.378989
114418.09+484407.5	176.075412	+48.735429	   1.433000
114418.26+031544.2	176.076098	+03.262298	   0.889091
114418.28+310243.1	176.076205	+31.045318	   1.542157
114418.42+191936.0	176.076782	+19.326688	   2.991000
114418.46+452054.8	176.076957	+45.348558	   2.059000
114418.47+325619.1	176.076973	+32.938665	   2.256579
114418.47+503853.2	176.076985	+50.648122	   1.351202
114418.49+192824.9	176.077046	+19.473591	   2.411000
114418.51+485515.2	176.077160	+48.920901	   0.848387
114418.55+322601.6	176.077326	+32.433780	   1.049665
114418.73+342035.9	176.078076	+34.343308	   3.385000
114418.78+355535.2	176.078284	+35.926463	   1.533589
114418.85+385825.2	176.078545	+38.973669	   0.778670
114418.86+394506.3	176.078593	+39.751776	   1.762113
114418.92+574713.8	176.078851	+57.787189	   1.101219
114419.19+232435.9	176.079962	+23.409992	   0.648000
114419.31+411525.4	176.080473	+41.257083	   1.008000
114419.47+291039.2	176.081136	+29.177570	   0.897000
114419.47+363643.5	176.081140	+36.612095	   2.056487
114419.55+204838.1	176.081459	+20.810589	   2.474000
114419.61+394321.7	176.081716	+39.722717	   2.249000
114419.73+572835.7	176.082246	+57.476603	   2.874000
114419.74+593917.5	176.082260	+59.654880	   1.120300
114419.79+580953.2	176.082484	+58.164780	   2.963000
114419.91+204450.6	176.082967	+20.747396	   0.845000
114419.93+111539.9	176.083068	+11.261084	   2.604000
114420.04+421422.7	176.083539	+42.239663	   1.578691
114420.16+025906.3	176.084022	+02.985089	   2.269000
114420.23+074729.8	176.084297	+07.791616	   2.339000
114420.23+532153.5	176.084315	+53.364880	   1.604748
114420.31+113500.8	176.084627	+11.583558	   0.272088
114420.34+421607.0	176.084773	+42.268616	   1.201518
114420.36+335153.9	176.084874	+33.864998	   2.276000
114420.37+321050.6	176.084907	+32.180728	   0.841504
114420.57+044515.8	176.085711	+04.754396	   2.047000
114420.57-005104.2	176.085729	-00.851182	   0.680000
114420.63+472535.3	176.085986	+47.426478	   1.284000
114420.91+194435.6	176.087164	+19.743245	   2.357000
114421.21+381402.8	176.088385	+38.234120	   2.380000
114421.23+032413.2	176.088469	+03.403673	   1.087711
114421.26+562210.2	176.088603	+56.369526	   1.121000
114421.35+462303.2	176.088961	+46.384225	   1.813000
114421.35+470352.6	176.088962	+47.064619	   1.659000
114421.44+533513.3	176.089335	+53.587034	   1.900273
114421.45+295409.7	176.089389	+29.902708	   1.282000
114421.47+432206.0	176.089478	+43.368350	   0.219547
114421.54+465458.5	176.089757	+46.916267	   1.999000
114421.55+242822.0	176.089817	+24.472794	   2.586000
114421.61+401429.8	176.090082	+40.241619	   2.408000
114421.67+423932.1	176.090294	+42.658918	   0.674000
114421.77+272519.0	176.090710	+27.421950	   1.705000
114421.81+433745.3	176.090901	+43.629276	   2.623000
114421.82+240121.7	176.090926	+24.022721	   1.432000
114421.88+084647.1	176.091169	+08.779752	   2.593000
114421.98+514411.3	176.091611	+51.736477	   0.455000
114422.01+231231.3	176.091741	+23.208708	   1.972190
114422.17+601657.9	176.092406	+60.282765	   2.079000
114422.26+445934.1	176.092761	+44.992806	   1.376000
114422.27+353313.3	176.092826	+35.553698	   1.562167
114422.32+370545.7	176.093037	+37.096055	   1.590000
114422.39+455029.2	176.093312	+45.841453	   2.165000
114422.46+385900.9	176.093616	+38.983599	   2.758449
114422.50+504952.6	176.093776	+50.831305	   2.910000
114422.61+461642.1	176.094210	+46.278370	   0.754000
114422.69+351158.6	176.094579	+35.199629	   1.900703
114422.78+222240.0	176.094946	+22.377797	   2.265000
114422.78+433312.3	176.094952	+43.553434	   1.377136
114422.82+275723.9	176.095085	+27.956658	   1.584000
114422.82+512111.7	176.095104	+51.353257	   2.623000
114422.96+364545.3	176.095703	+36.762604	   1.626167
114423.10+361656.3	176.096290	+36.282319	   2.021000
114423.11+390715.8	176.096305	+39.121080	   0.696972
114423.16+632930.6	176.096526	+63.491852	   1.796219
114423.28+674953.7	176.097038	+67.831593	   4.436000
114423.36+362531.5	176.097344	+36.425439	   2.827000
114423.51+512338.6	176.097984	+51.394060	   1.646731
114423.53+011716.5	176.098052	+01.287923	   1.772002
114423.72+161257.4	176.098861	+16.215970	   2.423000
114423.77+025546.2	176.099075	+02.929512	   2.676000
114423.77+424840.3	176.099071	+42.811207	   1.548000
114423.79+313617.3	176.099156	+31.604820	   2.411000
114423.81+475614.4	176.099234	+47.937339	   1.981000
114423.88+395038.4	176.099503	+39.844018	   2.070000
114423.95+414929.8	176.099791	+41.824964	   1.172421
114424.07+663940.6	176.100308	+66.661287	   3.583000
114424.08+254320.0	176.100342	+25.722237	   1.656000
114424.27+675210.1	176.101143	+67.869483	   0.609869
114424.45+414231.8	176.101891	+41.708857	   2.121435
114424.56+072009.8	176.102344	+07.336059	   2.747000
114424.76+543840.9	176.103184	+54.644703	   2.737494
114424.81+345322.5	176.103392	+34.889598	   1.209511
114424.87+410111.6	176.103641	+41.019898	   1.266477
114425.08-015045.4	176.104501	-01.845959	   2.203000
114425.13+331042.7	176.104739	+33.178535	   1.911379
114425.24+424250.9	176.105167	+42.714143	   1.492202
114425.34+511503.2	176.105589	+51.250900	   1.548666
114425.36+203414.5	176.105669	+20.570717	   2.770000
114425.38+221447.4	176.105762	+22.246504	   0.726126
114425.39+554502.3	176.105813	+55.750646	   0.907378
114425.40+233615.1	176.105874	+23.604202	   2.332000
114425.43+304617.1	176.105999	+30.771420	   1.913266
114425.45+362606.1	176.106060	+36.435038	   0.659842
114425.50+452118.4	176.106259	+45.355114	   0.718000
114425.53+323000.7	176.106381	+32.500206	   1.855093
114425.58+313547.8	176.106591	+31.596636	   0.552442
114425.62+583516.0	176.106772	+58.587789	   1.841313
114442.92+434135.0	176.178863	+43.693082	   1.436000
114425.85+082242.9	176.107734	+08.378594	   0.740000
114426.00+271014.6	176.108372	+27.170734	   2.510000
114426.12+360034.0	176.108864	+36.009471	   1.301000
114426.12+362409.5	176.108845	+36.402665	   2.003556
114426.14+385109.7	176.108945	+38.852715	   1.192432
114426.17+493607.0	176.109077	+49.601962	   1.404118
114426.20+614830.2	176.109180	+61.808415	   1.719840
114426.30+503353.4	176.109584	+50.564842	   2.121547
114426.32+035711.1	176.109674	+03.953110	   2.539000
114426.37+521733.7	176.109911	+52.292709	   1.972000
114426.40+020626.8	176.110002	+02.107455	   2.364000
114426.44+365304.9	176.110174	+36.884718	   1.984581
114426.48+512717.7	176.110334	+51.454927	   2.034534
114426.50+300823.8	176.110440	+30.139966	   1.435889
114426.59+322439.4	176.110813	+32.410949	   1.174832
114426.64+501403.5	176.111019	+50.234320	   2.865000
114426.66+581208.1	176.111104	+58.202252	   2.402000
114426.72+412001.3	176.111366	+41.333708	   2.630000
114426.77+573904.2	176.111580	+57.651187	   1.283000
114426.79+004546.7	176.111649	+00.762992	   2.719000
114426.83+100638.0	176.111793	+10.110579	   0.685479
114426.87+313309.7	176.111963	+31.552709	   1.657646
114426.89+495609.1	176.112070	+49.935870	   1.985451
114426.94+270233.9	176.112282	+27.042777	   1.327000
114426.96+150706.5	176.112357	+15.118488	   2.733000
114427.23+023934.6	176.113471	+02.659618	   3.107000
114427.29+411613.9	176.113719	+41.270552	   2.978000
114427.49+420910.2	176.114575	+42.152840	   2.948000
114427.62+293600.2	176.115120	+29.600076	   2.323811
114427.69+341152.1	176.115410	+34.197827	   1.665532
114427.77+001445.1	176.115711	+00.245876	   2.444000
114427.96+403121.6	176.116512	+40.522667	   2.453000
114427.98+430539.2	176.116591	+43.094248	   2.616000
114428.07+284617.3	176.116973	+28.771475	   1.012874
114428.08+423953.5	176.117037	+42.664884	   0.734000
114428.30+431946.5	176.117926	+43.329605	   1.104298
114428.32+355556.3	176.118015	+35.932312	   1.196613
114428.35+210422.2	176.118150	+21.072861	   1.326000
114428.41+292140.3	176.118401	+29.361214	   0.920000
114428.42+243306.7	176.118449	+24.551878	   3.040000
114452.69+480645.8	176.219548	+48.112722	   1.227000
114428.53+245857.4	176.118878	+24.982632	   2.465000
114428.67+321311.8	176.119488	+32.219965	   0.392121
114428.75+333117.3	176.119818	+33.521492	   1.216646
114428.92+570815.4	176.120518	+57.137638	   2.798000
114429.00+541703.7	176.120842	+54.284371	   1.778344
114429.02+322122.4	176.120929	+32.356242	   1.713905
114429.04+221626.6	176.121020	+22.274062	   2.216000
114429.15+125557.8	176.121485	+12.932748	   1.950000
114429.15+342343.6	176.121469	+34.395457	   3.043000
114429.17+523958.4	176.121566	+52.666241	   2.300000
114429.19+335950.1	176.121659	+33.997271	   1.223427
114429.28+525518.1	176.122014	+52.921703	   1.241180
114429.43+365900.2	176.122638	+36.983415	   2.872000
114429.47+390245.6	176.122811	+39.046027	   1.986262
114429.60+030111.4	176.123336	+03.019851	   2.906000
114429.71+464202.6	176.123797	+46.700738	   1.508000
114429.73+601705.2	176.123899	+60.284793	   2.275000
114429.85+155044.0	176.124411	+15.845581	   2.562000
114430.00+314937.1	176.125006	+31.826979	   1.101365
114430.01+594817.4	176.125054	+59.804852	   0.469000
114430.36+423710.1	176.126504	+42.619496	   2.036730
114430.53+295436.8	176.127223	+29.910232	   2.003214
114430.56+572023.8	176.127340	+57.339954	   1.366782
114430.66+590825.9	176.127779	+59.140532	   1.821396
114430.75+130404.5	176.128151	+13.067939	   2.274000
114430.88+514151.8	176.128692	+51.697724	   3.050000
114430.97+534442.5	176.129054	+53.745149	   2.139757
114431.02+475701.2	176.129257	+47.950334	   0.843633
114431.09+582647.9	176.129554	+58.446647	   1.843480
114431.29+484553.7	176.130384	+48.764929	   0.950000
114431.36+420610.1	176.130681	+42.102825	   1.419170
114431.38+204751.1	176.130784	+20.797534	   3.231000
114431.38+552920.0	176.130780	+55.488906	   1.856495
114431.39+145347.3	176.130832	+14.896494	   0.982865
114431.52+321937.4	176.131342	+32.327079	   2.019138
114431.64+403020.7	176.131872	+40.505756	   1.543558
114431.75+330023.9	176.132299	+33.006656	   1.860913
114431.76+481442.8	176.132352	+48.245240	   2.515000
114431.83+593643.6	176.132666	+59.612127	   2.651000
114431.88+121556.8	176.132850	+12.265802	   2.615000
114431.89+535546.9	176.132901	+53.929694	   1.859137
114432.00+625032.9	176.133367	+62.842498	   2.520000
114432.12-005557.8	176.133858	-00.932730	   2.140000
114432.13+370701.4	176.133914	+37.117073	   2.811829
114432.22+321615.0	176.134253	+32.270834	   1.717428
114432.23+343024.1	176.134318	+34.506714	   1.637757
114432.26+332650.2	176.134430	+33.447283	   1.998392
114432.35+525615.5	176.134809	+52.937664	   1.207000
114432.41+043013.8	176.135059	+04.503842	   2.726000
114432.56+080021.0	176.135681	+08.005844	   2.513000
114432.63+481344.3	176.135998	+48.228996	   1.588039
114432.77+354029.2	176.136566	+35.674795	   1.940064
114432.82+520300.2	176.136754	+52.050066	   1.010000
114432.88+433900.4	176.137024	+43.650117	   1.358588
114432.98+455010.3	176.137434	+45.836212	   0.846000
114433.07+394322.9	176.137800	+39.723045	   0.905818
114433.21+134401.3	176.138416	+13.733695	   1.369386
114433.29+203934.8	176.138726	+20.659671	   0.977300
114433.31+415058.8	176.138806	+41.849689	   2.383000
114433.40+495816.8	176.139167	+49.971333	   2.152000
114433.47+260914.8	176.139476	+26.154123	   0.484000
